aX,aY,aZ,gX,gY,gZ
-0.290,0.460,0.150,4.125,-4.375,-14.813
-0.290,0.460,0.150,4.187,-14.063,-28.375
0.500,-0.400,1.130,4.187,-14.063,-28.375
0.990,-1.090,1.740,2.688,-13.063,-32.813
1.130,-1.490,1.850,3.375,-2.375,-25.875
1.130,-1.490,1.850,5.937,9.563,-14.438
0.750,-0.620,0.430,5.937,9.563,-14.438
0.750,-0.620,0.430,7.062,17.750,-2.063
0.000,0.230,-0.470,7.062,17.750,-2.063
0.000,0.230,-0.470,7.062,17.750,-2.063
-0.510,0.880,-1.290,7.312,21.375,5.937
-0.510,0.880,-1.290,7.312,21.375,5.937
-0.480,1.870,-1.660,5.500,19.125,9.563
-0.480,1.870,-1.660,2.688,10.875,4.875
-0.480,2.170,-1.550,2.688,10.875,4.875
-0.380,1.250,-1.080,-0.750,-0.562,-6.437
0.100,0.420,-0.510,-5.250,-21.062,-19.812
0.100,0.420,-0.510,-5.250,-21.062,-19.812
0.470,-0.230,0.150,-5.250,-21.062,-19.812
0.470,-0.230,0.150,-5.250,-21.062,-19.812
0.990,-0.900,0.880,-7.062,-17.500,-18.812
0.590,-1.240,0.880,-4.500,5.687,-1.750
0.290,-1.430,0.730,-4.500,5.687,-1.750
0.290,-1.430,0.730,-4.500,5.687,-1.750
-0.300,-1.250,0.270,-3.375,35.625,21.250
-2.030,0.430,-1.980,-3.375,35.625,21.250
-2.030,0.430,-1.980,-3.375,35.625,21.250
-2.760,2.050,-3.110,-1.437,39.125,23.437
-1.470,2.720,-2.700,9.000,0.437,-7.750
-0.330,1.640,-1.090,8.875,-22.625,-25.500
-0.330,1.640,-1.090,8.875,-22.625,-25.500
0.160,0.450,-0.110,9.375,-32.438,-37.438
0.160,0.450,-0.110,9.813,-32.313,-35.000
1.160,-0.420,0.920,9.813,-32.313,-35.000
2.220,-1.510,2.080,7.687,-22.187,-21.187
0.810,-1.850,1.410,3.438,1.312,-6.875
0.810,-1.850,1.410,3.438,1.312,-6.875
0.490,-1.110,0.620,2.313,23.312,6.250
0.490,-1.110,0.620,2.375,35.438,17.500
0.240,-0.480,-0.160,2.375,35.438,17.500
-0.680,0.500,-1.140,2.563,35.563,18.687
-0.680,0.500,-1.140,2.563,35.563,18.687
-0.690,1.940,-1.710,3.188,23.687,10.438
-0.220,1.890,-1.140,0.750,8.375,-1.562
-0.340,1.160,-0.640,-0.062,-3.688,-12.125
-0.340,1.160,-0.640,-0.062,-3.688,-12.125
-0.490,0.170,-0.200,-0.687,-11.125,-16.000
-0.490,0.170,-0.200,0.375,-18.062,-15.813
0.390,-0.880,0.930,0.375,-18.062,-15.813
0.760,-1.520,1.430,2.625,-20.437,-12.375
0.640,-1.670,1.570,4.000,-12.625,-6.062
0.640,-1.670,1.570,4.000,-12.625,-6.062
0.270,-1.610,1.140,6.812,1.375,2.688
0.270,-1.610,1.140,6.812,1.375,2.688
-0.120,-0.470,0.240,9.125,12.813,9.875
-0.120,-0.470,0.240,9.125,12.813,9.875
-0.650,0.270,-0.510,12.500,20.312,9.750
-0.650,0.270,-0.510,12.500,20.312,9.750
-0.990,1.110,-1.280,16.125,18.250,1.437
-0.980,2.030,-1.890,13.063,8.688,-4.562
-0.980,2.030,-1.890,5.750,-2.250,-8.063
-0.760,1.600,-1.520,5.750,-2.250,-8.063
-0.470,1.120,-1.050,1.437,-12.125,-11.063
-0.470,1.120,-1.050,1.437,-12.125,-11.063
0.150,0.750,-0.440,0.000,-19.375,-13.563
1.280,-0.320,0.910,-1.062,-18.750,-13.438
0.940,-0.660,0.890,-2.938,-7.062,-8.375
0.940,-0.660,0.890,-2.938,-7.062,-8.375
0.360,-0.730,0.510,-1.562,8.063,-2.625
0.030,-0.400,0.030,1.437,18.250,1.375
0.030,-0.400,0.030,1.437,18.250,1.375
-0.580,0.310,-0.810,5.562,19.187,1.000
-0.580,0.310,-0.810,5.562,19.187,1.000
-1.070,0.750,-1.410,6.750,14.375,-1.562
-1.380,1.190,-1.700,5.125,4.500,-5.187
-1.380,1.190,-1.700,2.188,-6.312,-11.188

-2.960,1.850,-0.060,-14.188,18.250,-18.937
-2.960,1.850,-0.060,-9.438,19.250,-44.250
-5.440,1.790,-0.520,-9.438,19.250,-44.250
-7.220,0.790,0.010,-8.875,44.188,-81.750
-8.620,-1.030,1.090,-26.437,101.875,-116.563
-8.620,-1.030,1.090,-26.437,101.875,-116.563
-13.450,-3.710,1.180,-50.250,170.250,-127.875
-13.450,-3.710,1.180,-70.063,212.125,-113.375
-17.440,-4.790,-1.180,-70.063,212.125,-113.375
-20.120,-4.750,-3.810,-64.688,199.500,-84.875
-20.250,-4.920,-5.230,-47.375,111.813,-51.938
-17.440,-7.520,-3.310,-31.750,-3.563,-1.812
-17.440,-7.520,-3.310,-6.375,-88.625,47.125
-15.490,-5.320,-1.370,-6.375,-88.625,47.125
-11.960,-3.030,0.780,12.438,-142.312,70.500
-11.960,-3.030,0.780,25.812,-146.625,72.938
-10.230,-1.920,1.270,25.812,-146.625,72.938
-9.790,-0.150,0.130,33.063,-122.313,66.563
-9.110,0.660,0.800,14.750,-119.438,58.438
-9.110,0.660,0.800,14.750,-119.438,58.438
-8.970,1.070,1.080,-9.813,-122.750,41.063
-9.210,0.830,0.130,-14.000,-125.313,12.125
-9.210,0.830,0.130,-14.000,-125.313,12.125
-11.230,0.140,-3.170,-3.000,-140.625,-20.875
-10.140,-1.360,-2.700,14.750,-169.812,-50.125
-10.140,-1.360,-2.700,27.562,-195.437,-61.063
-8.810,-2.410,-1.150,27.562,-195.437,-61.063
-5.680,-2.750,0.700,27.312,-195.000,-60.313
-5.680,-2.750,0.700,27.312,-195.000,-60.313
-4.930,-4.340,0.580,28.250,-181.562,-46.500
-4.930,-4.340,0.580,43.188,-154.062,-15.375
-6.640,-5.410,-2.280,43.188,-154.062,-15.375
-6.140,-4.900,-3.800,74.438,-147.500,1.750
-1.110,-4.630,-5.780,127.875,-143.000,5.375
-1.110,-4.630,-5.780,160.812,-120.688,7.500
-0.180,-1.170,-7.840,160.812,-120.688,7.500
2.760,3.100,-8.830,143.375,-102.438,7.500
2.760,3.100,-8.830,104.688,-80.625,4.250
4.600,5.460,-9.260,104.688,-80.625,4.250
3.740,5.240,-13.170,41.000,-61.000,6.000
3.220,2.690,-12.740,-3.000,-94.375,9.813
3.220,2.690,-12.740,-3.000,-94.375,9.813
2.230,-0.340,-10.490,-14.000,-124.438,18.375
2.230,-0.340,-10.490,-14.000,-124.438,18.375
5.980,-4.780,-7.480,6.437,-145.625,30.125
8.950,-8.930,-0.230,24.875,-163.750,83.750
8.950,-8.930,-0.230,24.875,-163.750,83.750
10.080,-8.570,1.690,23.062,-155.125,160.187
12.840,-7.070,2.580,14.063,-114.875,218.500
12.840,-7.070,2.580,26.000,-55.063,245.812
14.100,-4.260,1.180,26.000,-55.063,245.812
9.700,5.020,-11.670,50.438,-24.625,232.000
9.700,5.020,-11.670,50.438,-24.625,232.000
8.820,8.590,-17.880,62.625,-49.563,184.375
9.860,9.530,-17.920,65.188,-115.063,116.750
16.170,5.630,-4.990,47.438,-181.500,44.500
16.170,5.630,-4.990,47.188,-193.437,-5.562
17.080,2.680,0.670,47.188,-193.437,-5.562
15.360,-0.580,3.880,39.813,-155.250,-24.500
15.360,-0.580,3.880,39.813,-155.250,-24.500
13.210,-3.220,4.250,-7.312,-74.125,-4.000
10.260,-3.200,0.820,-49.313,1.312,37.438
10.010,-1.280,-0.280,-44.688,2.750,73.375
10.010,-1.280,-0.280,-44.688,2.750,73.375
9.370,-0.510,-1.000,-5.625,-23.750,86.625
9.480,0.330,-1.990,31.500,-35.000,66.875
9.480,0.330,-1.990,31.500,-35.000,66.875
11.530,3.450,-0.340,54.375,-53.750,35.813
12.670,3.780,0.750,69.250,-64.438,8.250
13.600,3.920,2.460,68.500,-58.063,-18.125
13.600,3.920,2.460,68.500,-58.063,-18.125
14.060,3.470,3.560,43.563,-27.312,-33.250
14.060,3.470,3.560,43.563,-27.312,-33.250
11.110,1.220,0.860,5.687,23.500,-32.938
9.410,0.620,-0.880,-24.687,59.250,-21.875
9.410,0.620,-0.880,-24.687,59.250,-21.875
8.590,0.280,-2.010,-34.188,62.063,-13.063
8.200,-0.260,-2.560,-13.813,45.750,-12.250
8.200,-0.260,-2.560,18.187,27.437,-14.063
8.320,-0.160,-2.520,18.187,27.437,-14.063
8.710,1.000,-2.630,31.250,6.125,-22.500
8.710,1.000,-2.630,45.875,1.437,-28.312
10.380,3.140,-2.270,45.875,1.437,-28.312
10.330,3.140,-5.160,54.250,29.062,-28.000
9.790,2.500,-4.780,62.063,-14.813,-68.438
9.790,2.500,-4.780,58.438,-54.313,-91.375
8.530,1.790,-4.550,58.438,-54.313,-91.375
7.800,0.230,-4.470,27.562,-28.500,-100.438
7.800,0.230,-4.470,2.250,24.375,-89.375
5.140,-2.000,-5.260,2.250,24.375,-89.375
3.830,-4.050,-6.340,-14.250,53.500,-65.625
1.030,-5.030,-7.460,-16.875,58.063,-29.687
1.030,-5.030,-7.460,-2.813,43.063,-5.750
1.820,-3.110,-5.330,-2.813,43.063,-5.750
8.300,2.380,-1.200,22.437,34.250,-8.125
8.300,2.380,-1.200,22.437,34.250,-8.125
7.800,3.680,-0.780,51.563,35.625,-38.813
7.940,2.530,-1.060,65.750,41.125,-77.250
7.940,2.530,-1.060,60.625,57.563,-99.438
6.890,1.540,-2.710,60.625,57.563,-99.438
5.400,2.430,-4.090,29.062,72.125,-105.500
5.400,2.430,-4.090,29.062,72.125,-105.500
5.470,1.840,-4.070,-10.813,78.813,-101.813
3.170,0.630,-4.110,-48.750,86.938,-83.438
3.170,0.630,-4.110,-48.750,86.938,-83.438
0.880,-1.520,-4.410,-64.438,98.250,-66.250
-1.050,-3.400,-3.310,-53.313,98.188,-44.000
-1.050,-3.400,-3.310,-53.313,98.188,-44.000
-0.260,-2.290,-2.130,-32.500,86.563,-23.125
1.110,-0.990,-1.720,0.000,74.438,-17.375
1.110,-0.990,-1.720,0.000,74.438,-17.375
1.840,0.890,-2.150,27.625,60.125,-31.937
0.020,1.640,-6.430,37.250,45.500,-56.813
-1.360,0.400,-6.790,11.625,25.500,-68.000
-1.360,0.400,-6.790,11.625,25.500,-68.000
-1.760,-1.810,-6.130,-39.750,14.500,-53.188
-1.760,-1.810,-6.130,-81.875,25.875,-15.563
-4.550,-5.570,-4.560,-81.875,25.875,-15.563
-6.610,-7.430,-4.130,-90.125,48.875,12.063
-8.710,-7.060,-3.540,-69.375,61.750,7.437
-8.710,-7.060,-3.540,-56.500,65.313,3.063
-9.280,-3.990,-3.120,-56.500,65.313,3.063
-9.280,-3.990,-3.120,-46.063,59.563,10.063
-5.860,1.110,-2.480,-46.063,59.563,10.063
-3.630,2.440,-1.300,-36.813,35.688,10.063
-3.630,2.440,-1.300,-36.813,35.688,10.063
-0.390,3.850,0.520,-67.000,24.750,9.938
1.860,4.350,2.300,-105.813,30.437,8.438
2.520,1.120,4.210,-114.250,35.875,-6.750
2.520,1.120,4.210,-114.250,35.875,-6.750
-0.520,-1.350,3.170,-91.688,46.688,-27.062
-0.520,-1.350,3.170,-91.688,46.688,-27.062
-2.750,-2.400,1.270,-55.813,43.625,-34.750
-4.630,-2.540,0.920,-29.000,24.312,-49.125
-4.630,-2.540,0.920,-27.437,18.437,-55.813
-4.370,-3.290,3.980,-27.437,18.437,-55.813
-5.310,-2.170,2.910,-51.750,35.688,-37.125
-5.310,-2.170,2.910,-80.750,60.500,5.687
-6.000,-1.600,2.120,-80.750,60.500,5.687
-6.710,-3.040,1.470,-97.000,85.125,44.125
-6.710,-3.040,1.470,-102.688,110.813,71.313
-9.000,-1.570,-0.430,-102.688,110.813,71.313
-9.150,-1.060,-0.780,-88.250,142.125,71.125
-10.530,-0.530,-1.510,-60.750,143.000,46.000
-10.530,-0.530,-1.510,-33.000,115.813,11.125
-8.380,-0.730,1.200,-33.000,115.813,11.125
-8.310,-2.670,2.490,-14.375,89.000,-25.937
-8.310,-2.670,2.490,-14.375,89.000,-25.937
-9.590,-3.820,2.820,-10.000,82.750,-43.000
-9.470,-4.530,2.640,-15.688,90.250,-29.687
-9.470,-4.530,2.640,-28.000,91.500,2.188
-10.600,-2.620,2.320,-28.000,91.500,2.188
-12.270,0.040,-1.140,-42.938,130.875,4.187
-12.270,0.040,-1.140,-42.938,130.875,4.187
-13.180,1.580,-3.410,-50.375,118.188,8.938
-13.180,1.580,-3.410,-37.750,54.375,-7.312
-12.910,1.730,-2.870,-37.750,54.375,-7.312
-8.030,-0.130,0.670,-31.187,8.250,-19.937
-6.340,-1.370,2.270,-32.188,-14.375,-22.562
-6.340,-1.370,2.270,-32.188,-14.375,-22.562
-4.920,-2.960,3.230,-27.125,-18.687,-16.562
-3.670,-3.970,4.020,-22.312,-9.188,4.562
-3.670,-3.970,4.020,-22.312,-9.188,4.562
-2.520,-2.370,2.950,-16.875,12.625,35.000
-2.400,-0.900,1.230,-8.250,35.125,52.438
-1.880,0.530,0.270,-0.187,40.438,52.500
-1.880,0.530,0.270,-0.187,40.438,52.500
-1.800,1.730,-0.450,-1.312,35.313,44.125
-0.240,2.810,-1.480,1.375,25.062,27.687
-0.240,2.810,-1.480,1.375,25.062,27.687
0.630,2.350,-0.950,3.375,2.750,3.500
1.610,1.720,-0.200,2.375,-19.375,-21.312
2.760,0.140,1.400,3.500,-25.187,-38.313
2.760,0.140,1.400,3.500,-25.187,-38.313
2.280,-0.770,1.590,1.187,-17.562,-41.688
1.650,-1.260,1.570,-0.500,-3.688,-32.063
1.650,-1.260,1.570,-0.500,-3.688,-32.063
1.280,-1.310,1.090,1.187,10.438,-20.125
0.890,-0.540,0.720,3.000,16.375,-10.938
1.040,0.280,0.210,4.062,14.063,-3.813
1.040,0.280,0.210,4.062,14.063,-3.813
0.610,0.700,-0.600,8.938,11.000,-5.375
0.280,0.780,-0.820,12.313,5.687,-10.313
0.280,0.780,-0.820,12.313,5.687,-10.313
0.990,-0.220,-0.040,11.938,-2.000,-13.500
1.090,-0.690,0.260,10.938,-6.250,-11.250
1.050,-0.720,0.630,7.000,-3.750,-3.188
1.050,-0.720,0.630,7.000,-3.750,-3.188
0.940,-0.760,0.600,0.875,8.125,9.188
0.940,-0.760,0.600,0.875,8.125,9.188
-0.330,-0.350,-0.370,0.625,18.062,17.500
-0.840,0.110,-1.100,2.688,23.250,20.187
-1.280,0.760,-1.600,7.562,22.250,18.000
-1.280,0.760,-1.600,7.562,22.250,18.000
-0.840,1.350,-1.470,15.125,9.875,6.062
-0.840,1.350,-1.470,19.750,-7.312,-9.688
0.050,1.000,-0.940,19.750,-7.312,-9.688
0.760,0.080,0.080,17.937,-17.750,-16.875
0.760,0.080,0.080,17.937,-17.750,-16.875
0.630,-0.650,0.440,6.375,-11.938,-8.063
0.010,-0.480,0.060,-1.687,3.438,5.125
0.010,-0.480,0.060,-3.250,12.375,9.750
0.240,0.190,-0.270,-3.250,12.375,9.750
-0.130,0.650,-0.620,-4.750,16.187,12.000
-0.130,0.650,-0.620,-4.750,16.187,12.000
-0.480,0.920,-1.050,-2.688,15.688,9.375
-0.480,0.920,-1.050,2.063,12.500,3.313
-0.890,1.040,-1.390,2.063,12.500,3.313
-0.430,0.740,-1.030,6.187,7.937,-2.250
-0.050,0.530,-0.620,8.438,2.188,-6.375
-0.050,0.530,-0.620,8.438,2.188,-6.375
0.010,0.340,-0.260,8.313,-1.375,-9.000
0.460,-0.040,0.310,7.125,0.875,-8.750
0.460,-0.040,0.310,4.062,5.687,-4.187
0.380,-0.140,0.360,4.062,5.687,-4.187
0.440,-0.330,0.440,-0.500,9.750,2.313
0.290,-0.640,0.310,-3.500,14.375,8.750
0.290,-0.640,0.310,-3.500,14.375,8.750
-0.260,0.060,-0.520,-0.125,17.000,12.625
-0.260,0.060,-0.520,4.625,16.375,13.063
-0.520,0.580,-1.160,4.625,16.375,13.063
-0.520,1.080,-1.290,9.438,10.938,7.937
-0.030,1.180,-0.880,10.375,3.063,1.250
-0.030,1.180,-0.880,6.437,1.625,-2.188
-0.450,0.290,-0.590,6.437,1.625,-2.188
-0.130,0.060,-0.160,3.188,2.813,-2.813
-0.130,0.060,-0.160,3.188,2.813,-2.813
0.420,0.000,0.290,0.750,2.875,-0.750
0.280,0.000,0.190,-1.062,5.062,2.250
-0.350,0.450,-0.430,-0.625,10.500,5.687
-0.350,0.450,-0.430,0.125,13.750,8.500
-0.440,0.590,-0.700,0.125,13.750,8.500
-0.870,0.700,-1.280,2.813,10.188,6.875
-0.870,0.700,-1.280,2.813,10.188,6.875
-0.750,0.960,-1.450,6.562,0.750,0.000
-0.750,0.960,-1.450,8.875,-11.000,-7.250
-0.150,0.960,-0.780,8.875,-11.000,-7.250
0.560,0.470,0.000,7.750,-18.625,-12.813
0.790,-0.370,0.600,5.312,-15.313,-16.125
0.790,-0.370,0.600,5.312,-15.313,-16.125
0.050,-0.930,0.700,-0.375,-5.125,-11.938
0.160,-0.900,0.670,-6.562,6.562,-1.375
0.160,-0.900,0.670,-6.562,6.562,-1.375
-0.100,-0.820,0.400,-9.063,16.250,9.875
-0.470,-0.180,-0.010,-8.063,21.562,19.750
-0.620,0.330,-0.770,-4.750,21.125,23.750
-0.620,0.330,-0.770,-4.750,21.125,23.750
-0.850,0.580,-1.070,1.687,15.688,17.562
-0.850,0.580,-1.070,7.500,6.875,8.188
-0.160,0.650,-0.700,7.500,6.875,8.188

-2.560,-0.600,0.950,-5.375,10.438,-6.250
-2.560,-0.600,0.950,-5.375,10.438,-6.250
-4.440,-0.300,0.250,-10.313,19.000,-3.875
-5.430,-0.480,0.030,-9.625,25.312,-3.813
-5.430,-0.480,0.030,-9.625,25.312,-3.813
-6.250,-1.280,0.070,-8.000,25.375,-6.562
-8.870,-0.750,-0.170,-13.313,22.625,-4.062
-9.670,-0.190,-0.490,-18.125,15.875,-2.688
-9.670,-0.190,-0.490,-18.125,15.875,-2.688
-10.560,-1.090,-0.720,-11.250,-1.437,-11.125
-10.560,-1.090,-0.720,2.000,-27.125,-26.625
-11.410,-2.340,-0.520,2.000,-27.125,-26.625
-11.480,-2.810,0.930,4.687,-50.000,-26.937
-10.230,-2.150,3.000,-0.062,-70.063,-13.063
-10.980,-1.050,3.790,2.688,-81.500,-4.437
-10.980,-1.050,3.790,2.688,-81.500,-4.437
-12.940,0.530,4.070,6.062,-71.500,-13.313
-12.940,0.530,4.070,6.062,-71.500,-13.313
-16.580,-0.660,3.110,5.687,-36.750,-39.375
-19.320,-3.150,0.240,1.125,10.375,-67.500
-21.040,-4.710,-2.080,-9.563,40.500,-74.500
-21.040,-4.710,-2.080,-9.563,40.500,-74.500
-20.540,-5.510,-3.740,-23.437,32.625,-62.813
-16.760,-6.860,-4.590,-33.000,-14.813,-50.563
-16.760,-6.860,-4.590,-33.000,-14.813,-50.563
-14.780,-8.230,-3.330,-26.875,-78.063,-41.188
-12.140,-9.250,-1.190,-10.063,-141.250,-19.750
-12.140,-9.250,-1.190,-10.063,-141.250,-19.750
-8.570,-9.810,2.530,19.250,-193.250,-8.813
-5.900,-11.430,2.610,48.313,-212.125,3.563
-5.900,-11.430,2.610,79.125,-200.187,25.062
-4.940,-13.530,1.500,79.125,-200.187,25.062
-5.160,-13.220,-1.200,129.750,-179.062,56.000
-5.160,-13.220,-1.200,170.000,-163.750,91.125
-0.330,-3.510,-9.310,170.000,-163.750,91.125
2.110,3.020,-13.880,201.250,-160.375,112.813
4.430,10.260,-16.510,201.062,-167.437,95.938
4.430,10.260,-16.510,201.062,-167.437,95.938
5.120,15.250,-16.860,155.250,-180.625,61.625
3.640,12.620,-11.890,84.250,-198.312,23.437
3.640,12.620,-11.890,84.250,-198.312,23.437
4.210,5.280,-10.240,21.437,-211.687,-7.062
6.560,-1.140,-7.260,13.250,-216.375,-44.000
6.560,-1.140,-7.260,41.000,-212.750,-53.563
8.480,-4.260,-2.560,41.000,-212.750,-53.563
10.330,-3.340,0.200,29.062,-179.812,-30.500
10.330,-3.340,0.200,29.062,-179.812,-30.500
12.020,0.160,-0.340,0.750,-107.938,4.687
12.020,0.160,-0.340,-8.625,-32.125,52.125
11.660,3.390,-2.120,-8.625,-32.125,52.125
9.940,5.620,-4.610,14.250,23.625,88.625
8.030,8.500,-11.330,31.000,27.875,103.875
8.030,8.500,-11.330,31.000,27.875,103.875
5.740,8.200,-13.530,42.188,-2.063,98.938
5.740,8.200,-13.530,42.188,-2.063,98.938
5.180,5.700,-13.350,54.625,-54.188,68.375
12.710,-1.000,-2.840,41.438,-120.750,31.000
14.100,-3.110,2.450,13.375,-150.875,28.625
14.100,-3.110,2.450,-24.250,-131.562,48.000
14.640,-4.300,4.710,-24.250,-131.562,48.000
14.640,-4.300,4.710,-81.563,-72.500,75.188
13.560,-4.570,3.680,-81.563,-72.500,75.188
10.000,-2.090,-0.760,-118.750,4.125,95.875
10.000,-2.090,-0.760,-103.563,60.313,96.688
9.800,-0.780,-1.900,-103.563,60.313,96.688
9.590,1.050,-1.550,-43.813,41.563,82.750
9.990,1.960,-1.330,32.000,-13.375,55.125
9.990,1.960,-1.330,32.000,-13.375,55.125
10.630,2.800,-1.300,89.250,-26.937,23.000
10.630,2.800,-1.300,108.625,-29.625,0.062
11.130,2.360,-0.790,108.625,-29.625,0.062
11.890,2.180,-0.430,102.563,-29.437,-8.875
12.210,2.150,-0.390,63.313,-13.688,5.125
12.210,2.150,-0.390,63.313,-13.688,5.125
10.630,1.540,-2.570,12.938,12.000,31.062
10.630,1.540,-2.570,12.938,12.000,31.062
10.120,1.400,-2.790,-29.625,34.250,52.688
10.120,1.400,-2.790,-29.625,34.250,52.688
9.600,1.540,-2.150,-29.625,34.250,52.688
9.600,1.540,-2.150,-15.875,21.750,45.188
10.130,1.450,-1.460,-15.875,21.750,45.188
8.850,1.710,-1.800,4.812,8.188,38.813
9.500,1.980,-3.020,18.750,14.875,29.937
9.500,1.980,-3.020,74.563,-42.938,-36.063
9.460,3.260,-3.120,74.563,-42.938,-36.063
9.590,3.670,-3.830,74.563,-42.938,-36.063
9.590,3.670,-3.830,43.125,-2.875,-73.063
10.590,2.210,-2.700,43.125,-2.875,-73.063
10.760,0.720,-1.810,12.313,7.187,-74.188
9.300,-0.770,-2.060,-12.063,41.875,-68.063
9.300,-0.770,-2.060,-12.063,41.875,-68.063
5.290,-3.250,-4.250,-25.625,80.500,-53.938
5.290,-3.250,-4.250,-25.687,84.000,-29.750
4.080,-4.500,-5.120,-25.687,84.000,-29.750
4.950,-3.230,-4.240,-22.437,56.063,-3.500
7.640,-0.660,-2.600,-5.437,31.937,-1.500
9.180,3.230,-1.860,21.750,27.125,-30.625
9.180,3.230,-1.860,21.750,27.125,-30.625
7.680,4.540,-2.200,31.625,47.063,-70.750
7.680,4.540,-2.200,9.313,74.500,-80.375
8.190,5.360,-2.880,9.313,74.500,-80.375
7.800,5.180,-3.220,-30.625,98.438,-84.625
4.510,2.020,-4.330,-62.688,148.437,-87.875
4.510,2.020,-4.330,-85.063,196.625,-88.750
3.460,0.200,-5.200,-85.063,196.625,-88.750
2.400,-0.770,-5.580,-91.000,201.000,-90.688
2.400,-0.770,-5.580,-91.000,201.000,-90.688
2.670,-1.080,-4.850,-82.563,185.125,-100.938
2.670,-1.080,-4.850,-64.063,172.500,-111.813
2.260,0.620,-2.980,-64.063,172.500,-111.813
0.500,1.340,-4.000,-39.563,164.562,-124.063
0.350,2.070,-5.420,-26.562,145.375,-127.250
0.350,2.070,-5.420,-26.562,145.375,-127.250
1.160,3.690,-7.560,-32.688,128.562,-128.750
1.160,3.690,-7.560,-60.313,130.812,-128.375
-0.330,2.050,-6.530,-60.313,130.812,-128.375
-1.610,-2.780,-6.290,-86.063,112.188,-106.000
-3.540,-5.640,-6.070,-109.688,98.813,-54.438
-3.540,-5.640,-6.070,-109.688,98.813,-54.438
-6.170,-4.900,-6.690,-118.500,94.125,3.688
-5.910,-3.240,-5.940,-94.000,66.688,43.688
-5.910,-3.240,-5.940,-94.000,66.688,43.688
-5.830,-1.380,-5.210,-58.500,16.062,56.188
-5.090,0.510,-4.000,-22.000,-26.500,45.875
-5.090,0.510,-4.000,-22.000,-26.500,45.875
-6.460,-1.100,-2.970,-2.813,-50.813,26.062
-5.940,-2.410,-1.720,-7.937,-55.500,25.437
-4.010,-4.760,1.040,-32.688,-40.625,53.875
-4.010,-4.760,1.040,-32.688,-40.625,53.875
-3.860,-6.570,2.340,-67.625,1.812,101.875
-3.860,-6.570,2.340,-82.938,53.688,148.812
-8.720,-5.570,-1.080,-82.938,53.688,148.812
-9.850,-2.430,-3.270,-70.000,65.875,161.437
-7.210,0.220,-3.050,-43.125,24.750,132.562
-7.210,0.220,-3.050,-43.125,24.750,132.562
-6.270,2.430,-1.230,-44.688,-1.750,98.000
-7.590,1.400,1.700,-63.500,17.687,68.813
-7.590,1.400,1.700,-63.500,17.687,68.813
-8.630,-0.710,2.280,-82.250,75.813,49.813
-8.730,-2.080,2.620,-85.625,120.250,26.937
-7.900,-2.440,2.770,-74.375,134.125,13.438
-7.900,-2.440,2.770,-74.375,134.125,13.438
-10.310,-3.020,0.680,-47.938,127.500,5.625
-10.310,-3.020,0.680,-26.437,111.500,-3.000
-9.660,-1.970,0.980,-26.437,111.500,-3.000
-8.670,-0.240,1.420,-12.938,94.000,-11.313
-6.730,1.790,1.160,-9.500,70.563,-16.062
-6.400,1.450,1.690,-11.813,59.688,-27.250
-6.400,1.450,1.690,-11.813,59.688,-27.250
-5.020,1.810,0.530,-20.875,72.375,-53.188
-5.020,1.810,0.530,-20.875,72.375,-53.188
-5.750,1.840,0.490,-24.625,81.250,-49.750
-5.990,0.970,-1.660,-27.500,62.313,-47.750
-5.700,-0.200,-0.470,-29.812,29.500,-50.125
-5.700,-0.200,-0.470,-29.812,29.500,-50.125
-4.240,-1.260,1.210,-35.188,10.750,-38.563
-3.580,-1.640,2.050,-37.750,22.937,-5.625
-3.580,-1.640,2.050,-37.750,22.937,-5.625
-3.750,-2.660,1.680,-25.500,27.750,17.125
-3.750,-2.660,1.680,-2.438,21.875,15.625
-3.960,-2.500,1.620,-2.438,21.875,15.625
-3.020,-2.150,1.920,14.125,24.500,11.688
-2.320,-1.750,1.960,28.750,26.625,15.625
-2.320,-1.750,1.960,28.750,26.625,15.625
-2.010,-0.620,0.200,36.938,30.062,18.687
-1.700,0.440,-1.100,31.187,43.563,18.812
-1.700,0.440,-1.100,19.500,53.625,13.563
-1.170,1.270,-1.340,19.500,53.625,13.563
-0.920,1.630,-1.580,14.875,52.875,3.875
-0.740,1.040,-1.150,8.938,49.375,-2.063
-0.740,1.040,-1.150,9.500,45.188,-1.312
-0.700,0.530,-1.190,9.500,45.188,-1.312
0.000,-0.020,-0.530,17.000,29.625,2.500
0.000,-0.020,-0.530,19.937,12.750,10.125
0.360,-0.540,0.300,19.937,12.750,10.125
0.020,-1.030,0.190,23.937,0.750,11.750
-0.120,-1.030,-0.390,22.375,-10.250,15.688
-0.120,-1.030,-0.390,22.375,-10.250,15.688
-0.420,-0.200,-0.790,13.063,-17.437,27.687
-0.420,-0.200,-0.790,13.063,-17.437,27.687
-0.460,0.770,-1.570,6.000,-17.312,38.375
-0.390,1.300,-1.520,-1.437,-14.250,41.563
-0.530,1.510,-1.580,-9.125,-14.125,36.438
-0.530,1.510,-1.580,-9.125,-14.125,36.438
-0.360,1.470,-1.540,-8.313,-16.812,23.062
-0.280,0.690,-1.030,4.937,-21.375,7.187
-0.280,0.690,-1.030,4.937,-21.375,7.187
0.180,-0.260,0.260,22.312,-30.937,-9.000
0.180,-0.260,0.260,27.000,-33.250,-18.062
0.900,-1.500,1.120,27.000,-33.250,-18.062
