aX,aY,aZ,gX,gY,gZ
-0.150,0.990,-2.660,-15.250,14.125,14.500
-0.150,0.990,-2.660,-15.250,14.125,14.500
-0.420,-0.560,-1.510,-17.625,27.125,24.375
-0.420,-0.560,-1.510,-17.625,27.125,24.375
-0.330,-0.570,-1.400,-17.312,25.000,25.687
-0.330,-0.570,-1.400,-14.188,12.563,21.062
-0.590,-0.440,-0.590,-14.188,12.563,21.062
-0.900,-0.330,0.170,-17.937,7.875,12.750
-1.040,0.690,0.140,-26.250,10.313,0.937
-1.040,0.690,0.140,-45.063,7.562,-9.625
-0.790,1.100,-0.250,-45.063,7.562,-9.625
-0.410,1.260,-1.200,-61.000,9.500,-10.875
-0.410,1.260,-1.200,-61.000,9.500,-10.875
0.030,1.330,-2.130,-60.563,15.750,2.000
-0.100,1.290,-0.760,-53.313,24.500,18.812
-0.100,1.290,-0.760,-53.688,33.750,28.375
-0.360,0.370,0.870,-53.688,33.750,28.375
-0.130,-0.660,1.530,-46.875,40.375,26.000
-0.130,-0.660,1.530,-46.875,40.375,26.000
-0.210,-1.250,0.970,-27.250,37.313,18.437
-0.300,-2.150,2.290,-16.437,25.125,9.625
-0.300,-2.150,2.290,-16.437,25.125,9.625
-0.240,-2.670,2.740,-16.062,15.375,5.062
0.050,-2.150,2.190,-15.563,3.875,5.062
0.050,-2.150,2.190,-15.563,3.875,5.062
0.190,-1.500,2.570,-22.125,-5.375,11.188
0.190,-1.500,2.570,-36.500,-8.625,20.562
0.670,-0.120,2.120,-36.500,-8.625,20.562
0.980,0.170,1.950,-45.500,-2.625,29.375
0.630,-0.060,1.810,-37.563,3.750,40.188
0.630,-0.060,1.810,-37.563,3.750,40.188
0.180,-0.830,2.040,-13.375,12.688,54.750
0.180,-0.830,2.040,-13.375,12.688,54.750
-0.030,-1.050,3.160,5.812,16.625,61.688
-0.130,-1.460,3.990,14.688,14.375,55.313
-0.130,-1.460,3.990,14.688,14.375,55.313
0.090,-1.350,4.060,24.625,12.250,40.313
-0.390,0.320,5.300,32.563,0.750,20.437
-0.390,0.320,5.300,32.563,0.750,20.437
-0.380,0.280,6.030,30.375,-15.375,-1.562
-0.380,0.280,6.030,13.563,-25.687,-23.750
-0.280,0.120,6.470,13.563,-25.687,-23.750
0.250,-0.270,5.640,-3.625,-22.187,-40.750
0.250,-0.270,5.640,-9.125,-8.125,-46.813
0.160,-0.500,3.940,-9.125,-8.125,-46.813
0.210,-0.300,3.240,-6.500,9.688,-43.313
0.000,-0.270,2.390,-1.687,25.625,-31.375
0.000,-0.270,2.390,-1.687,25.625,-31.375
0.000,-0.010,1.660,3.813,35.875,-15.500
0.000,-0.010,1.660,3.813,35.875,-15.500
0.170,0.630,0.720,9.563,39.813,-1.562
0.240,1.040,0.290,15.750,37.750,6.750
0.240,1.040,0.290,17.125,27.500,13.375
0.280,1.300,0.310,17.125,27.500,13.375
0.150,1.340,0.690,10.000,13.313,21.812
0.150,1.340,0.690,-1.500,0.000,26.500
-0.140,0.980,1.510,-1.500,0.000,26.500
-0.140,0.980,1.510,-13.188,-5.312,24.562
-0.160,0.520,1.630,-13.188,-5.312,24.562
-0.300,-0.060,1.390,-19.500,-2.563,17.312
-0.250,0.390,0.510,-18.500,7.000,8.688
-0.250,0.390,0.510,-16.062,17.812,1.500
-0.260,0.920,0.410,-16.062,17.812,1.500
-0.130,1.240,0.630,-12.438,22.687,-3.813
-0.130,1.240,0.630,-12.438,22.687,-3.813
-0.130,1.050,0.870,-8.250,15.625,-11.250
-0.130,1.050,0.870,-7.187,-1.375,-19.437
-0.010,0.320,0.530,-7.187,-1.375,-19.437
0.100,-0.200,0.520,-8.625,-19.812,-24.000
0.170,-0.740,0.490,-14.125,-32.000,-25.000
0.170,-0.740,0.490,-19.250,-31.062,-22.437
0.140,-1.030,0.340,-19.250,-31.062,-22.437
0.270,-0.890,0.230,-18.000,-22.625,-16.562
0.270,-0.890,0.230,-18.000,-22.625,-16.562
0.080,-0.690,0.170,-12.438,-12.000,-10.563
0.010,-0.200,-0.170,-3.500,-2.750,-7.062
0.010,-0.200,-0.170,5.687,-1.250,-7.375

-0.170,-0.410,2.620,-7.250,-23.875,0.687
-0.170,-0.410,2.620,-4.125,-24.375,3.625
-0.210,-0.400,2.940,-4.125,-24.375,3.625
-0.450,0.030,3.840,1.187,-25.625,6.687
-0.420,0.390,4.420,4.062,-29.125,11.250
-0.420,0.390,4.420,4.062,-29.125,11.250
-0.300,0.460,5.050,7.375,-33.375,17.312
-0.300,0.460,5.050,8.938,-38.625,19.937
-0.240,0.660,5.470,8.938,-38.625,19.937
0.150,-0.020,6.760,5.125,-41.250,19.750
0.310,-0.270,6.490,-2.313,-44.500,17.437
0.310,-0.270,6.490,-3.188,-46.125,13.375
0.490,-0.930,6.890,-3.188,-46.125,13.375
0.490,-0.930,6.890,-4.312,-45.500,13.313
0.580,-1.080,7.670,-4.312,-45.500,13.313
0.580,-1.080,7.670,1.875,-39.250,12.875
0.280,-0.710,6.320,1.875,-39.250,12.875
0.170,-0.600,5.350,2.000,-31.125,13.313
0.300,-0.240,4.670,2.125,-20.562,11.938
0.300,-0.240,4.670,8.063,-6.125,11.625
0.190,-0.040,4.330,8.063,-6.125,11.625
0.140,1.160,4.150,20.562,5.250,12.750
0.140,1.160,4.150,20.562,5.250,12.750
0.050,1.150,4.640,37.125,4.812,7.062
-0.140,0.680,4.580,47.063,-3.375,-4.937
-0.140,0.680,4.580,47.063,-3.375,-4.937
-0.390,-0.340,2.930,48.438,-9.375,-13.000
-0.440,-0.220,1.120,39.000,-1.625,-8.250
-0.440,-0.220,1.120,39.000,-1.625,-8.250
-0.740,0.990,0.270,21.875,19.812,12.188
-0.740,0.990,0.270,21.875,19.812,12.188
-0.410,1.880,-0.300,-5.375,39.375,34.875
-0.250,2.470,-1.450,-20.437,45.375,45.563
-0.370,2.370,-1.250,-18.375,27.375,42.625
-0.370,2.370,-1.250,-18.375,27.375,42.625
-0.140,2.050,-2.040,0.437,0.937,30.187
0.360,2.340,-2.630,25.562,-25.812,21.625
0.360,2.340,-2.630,25.562,-25.812,21.625
-0.330,2.270,-1.750,44.813,-43.125,25.312
-0.330,2.270,-1.750,44.813,-43.125,25.312
-0.830,1.410,-0.250,51.063,-35.375,33.313
-0.840,0.410,-0.440,31.062,-2.500,41.188
-0.540,-0.070,-0.990,-21.187,28.875,40.438
-0.540,-0.070,-0.990,-21.187,28.875,40.438
0.310,0.050,-2.150,-70.813,39.938,31.937
0.310,0.050,-2.150,-70.813,39.938,31.937
0.950,0.600,-3.040,-81.625,29.187,18.187
1.060,0.480,-2.080,-64.250,-12.938,-4.875
1.120,-0.710,-1.300,-31.625,-65.250,-27.250
1.120,-0.710,-1.300,-31.625,-65.250,-27.250
0.550,-3.050,0.130,7.750,-108.438,-54.688
0.550,-3.050,0.130,19.250,-139.062,-88.188
0.860,-4.000,-0.700,19.250,-139.062,-88.188
1.450,-4.260,-1.360,14.250,-152.375,-96.000
1.450,-4.260,-1.360,2.750,-154.812,-97.125
0.980,-3.820,-1.900,2.750,-154.812,-97.125
-0.740,-1.790,-3.390,-1.000,-128.937,-84.938
-1.610,-0.840,-2.720,-0.187,-77.438,-56.500
-1.610,-0.840,-2.720,-9.875,-10.438,-22.937
-1.140,-0.260,-2.420,-9.875,-10.438,-22.937
1.060,-1.130,-2.580,-9.375,54.375,-4.750
1.060,-1.130,-2.580,7.750,84.438,-7.500
1.000,-2.380,-1.960,7.750,84.438,-7.500
0.070,-4.270,-2.310,37.500,81.063,-29.750
0.260,-4.430,-3.770,40.438,67.500,-35.500
0.260,-4.430,-3.770,40.438,67.500,-35.500
0.120,-1.760,-4.970,18.500,47.375,-21.687
0.120,-1.760,-4.970,3.813,28.187,-6.000
-0.680,-0.800,-4.200,3.813,28.187,-6.000
-0.670,0.300,-3.970,-1.187,31.687,10.563
-0.600,1.160,-4.120,5.812,57.063,30.375
-0.600,1.160,-4.120,25.437,78.375,33.000
-1.610,1.560,-3.420,25.437,78.375,33.000
-1.310,0.840,-3.150,29.500,83.250,16.250
-1.310,0.840,-3.150,29.500,83.250,16.250
-0.390,-0.350,-2.760,21.750,73.750,-8.063
0.360,-1.780,-2.790,19.500,53.375,-32.125
0.360,-1.780,-2.790,25.125,28.375,-48.500
0.380,-2.720,-3.500,25.125,28.375,-48.500
0.370,-1.930,-3.890,31.375,7.375,-47.000
0.370,-1.930,-3.890,32.063,-9.188,-34.750
0.140,-0.240,-3.840,32.063,-9.188,-34.750
0.000,1.060,-3.090,22.500,-19.312,-24.937
0.000,1.060,-3.090,22.500,-19.312,-24.937
-0.010,1.310,-3.280,8.625,-18.812,-25.187
0.150,1.000,-3.590,3.188,-13.375,-27.625
0.220,0.620,-3.400,11.000,-13.750,-29.750
0.220,0.620,-3.400,11.000,-13.750,-29.750
0.360,0.570,-3.280,23.812,-17.812,-29.187
0.360,0.570,-3.280,23.812,-17.812,-29.187
0.190,1.220,-3.260,35.188,-24.000,-30.000
0.350,1.440,-3.260,39.625,-35.188,-37.625
0.260,1.490,-2.630,33.500,-49.563,-49.500
-0.360,1.160,-2.590,29.937,-53.625,-57.250
-0.360,1.160,-2.590,29.937,-53.625,-57.250
-0.340,0.750,-2.480,25.812,-47.563,-52.563
-0.340,0.750,-2.480,25.812,-47.563,-52.563
-0.440,0.440,-2.430,17.687,-39.438,-43.875
-0.520,0.340,-2.290,9.625,-32.563,-36.063
-0.520,0.340,-2.290,9.625,-32.563,-36.063
-0.210,0.120,-1.340,-2.875,-30.687,-28.187
-0.040,-0.150,-1.330,-12.750,-30.812,-22.562
-0.040,-0.150,-1.330,-10.563,-32.125,-19.437
-0.010,-0.600,-1.150,-10.563,-32.125,-19.437
0.000,-0.980,-0.860,-4.500,-35.375,-18.312
0.000,-0.980,-0.860,-0.062,-36.438,-20.500
-0.220,-0.790,-1.400,-0.062,-36.438,-20.500
-0.220,-0.790,-1.400,-0.062,-36.438,-20.500
0.010,-0.260,-1.950,4.812,-35.563,-19.875
0.010,-0.260,-1.950,4.812,-35.563,-19.875
-0.320,0.540,-1.780,9.688,-34.625,-12.063
-0.600,0.740,-1.670,11.625,-33.500,-2.813
-0.600,0.740,-1.670,11.625,-33.500,-2.813
-0.820,0.190,-0.810,7.750,-31.312,3.750
-0.700,-0.210,-0.510,4.500,-27.250,7.937
-0.700,-0.210,-0.510,4.500,-27.250,7.937
-0.770,-0.440,-0.390,3.438,-19.750,9.938
-0.730,-0.540,-0.520,2.375,-10.938,8.813
-0.730,-0.540,-0.520,2.375,-10.938,8.813
-0.440,-0.380,-1.110,1.937,-3.688,6.687
-0.400,-0.140,-1.440,2.500,0.625,6.625
-0.400,-0.140,-1.440,2.500,0.625,6.625
-0.420,0.170,-1.620,4.562,2.813,8.563
-0.310,0.070,-1.470,3.188,2.375,12.188
-0.310,0.070,-1.470,0.375,0.875,16.312
-0.030,-0.150,-1.380,0.375,0.875,16.312
-0.170,-0.380,-1.020,-3.125,-1.937,18.312
-0.170,-0.380,-1.020,-4.250,-1.312,19.812
-0.100,-0.390,-1.090,-4.250,-1.312,19.812
-0.260,-0.290,-1.340,-3.063,1.562,19.937
-0.170,0.060,-1.850,-2.438,4.062,18.500
-0.300,0.420,-2.500,-1.000,4.750,15.125
-0.300,0.420,-2.500,-1.000,4.750,15.125
-0.270,0.540,-2.970,2.313,1.000,11.125
-0.270,0.540,-2.970,4.125,-9.500,6.125
-0.670,0.810,-3.630,4.125,-9.500,6.125
-0.650,0.840,-3.560,3.500,-24.437,2.750
-0.900,0.160,-2.630,10.000,-37.250,2.438
-0.900,0.160,-2.630,14.750,-43.563,6.687
-1.090,-0.970,-1.720,14.750,-43.563,6.687
-0.430,-2.450,-1.210,13.688,-37.188,16.062
-0.430,-2.450,-1.210,14.938,-23.250,28.500
-0.440,-2.010,-1.090,14.938,-23.250,28.500
-0.460,-1.150,-1.430,8.938,-10.750,40.063
-0.620,-0.390,-2.190,-0.125,-3.438,48.375
-0.870,1.330,-2.280,-14.000,-3.313,53.813
-0.870,1.330,-2.280,-14.000,-3.313,53.813
-1.060,1.330,-2.220,-24.750,-3.375,50.938
-1.060,1.330,-2.220,-36.188,2.438,43.125
-0.870,0.850,-2.330,-36.188,2.438,43.125
-0.370,-0.290,-1.930,-42.313,13.625,38.125
-0.430,-0.730,-1.810,-40.063,28.562,37.438
-0.520,-1.010,-2.050,-37.375,46.375,36.063
-0.520,-1.010,-2.050,-37.375,46.375,36.063
-0.340,-1.230,-2.310,-38.063,64.313,31.000
-0.340,-1.230,-2.310,-38.063,64.313,31.000
-0.240,-0.630,-3.220,-36.813,73.688,21.312
0.070,-0.290,-3.300,-33.250,67.688,10.750
0.160,-0.140,-2.890,-36.250,48.875,2.375
0.660,-0.250,-2.370,-41.813,31.562,-2.875
0.660,-0.250,-2.370,-41.813,31.562,-2.875
0.720,-1.010,-2.230,-43.500,23.062,-2.750
0.720,-1.010,-2.230,-43.500,23.062,-2.750
0.790,-1.620,-2.120,-43.125,21.437,6.812
0.910,-1.940,-1.990,-32.063,31.000,19.687
0.640,-1.960,-1.740,-21.562,39.188,32.375
0.640,-1.960,-1.740,-20.437,37.250,38.750
0.270,-1.230,-1.980,-20.437,37.250,38.750
-0.030,-0.480,-2.580,-20.125,30.500,32.875
-0.030,-0.480,-2.580,-20.125,30.500,32.875
-0.270,-0.220,-2.750,-16.375,17.125,19.312
-0.940,-0.570,-2.210,-13.625,0.250,8.875
-0.300,0.160,-1.670,-17.937,-10.688,-0.250
-0.300,0.160,-1.670,-26.812,-13.250,-7.687
0.010,-0.010,-1.040,-26.812,-13.250,-7.687
-0.040,-0.550,-1.010,-44.188,-8.688,-11.813
-0.040,-0.550,-1.010,-44.188,-8.688,-11.813
-0.120,-0.880,-1.670,-57.688,5.687,-16.312
-0.120,-0.880,-1.670,-56.063,21.750,-21.750
-0.040,-0.050,-1.030,-56.063,21.750,-21.750
0.000,-0.080,-0.390,-58.500,30.312,-31.062
0.300,-0.170,-0.640,-50.688,42.813,-39.313
0.300,-0.170,-0.640,-4.437,64.125,-33.563
0.220,-0.190,-1.520,-4.437,64.125,-33.563
-0.100,-0.190,-1.490,-4.437,64.125,-33.563
-0.100,-0.190,-1.490,18.875,63.625,-21.562
-0.250,0.130,-1.670,18.875,63.625,-21.562
-0.100,0.530,-1.610,37.063,60.188,-10.125
-0.170,1.070,-1.910,38.625,53.313,-7.187
-0.170,1.070,-1.910,10.375,36.000,-2.750
-0.430,0.610,-1.200,10.375,36.000,-2.750
-0.260,-0.130,-0.400,10.375,36.000,-2.750
-0.260,-0.130,-0.400,-6.562,32.438,-0.062
0.310,-0.880,0.340,-6.562,32.438,-0.062
0.290,-1.500,0.640,1.812,19.875,8.250
0.130,-1.310,0.970,17.062,16.437,13.063
0.130,-1.310,0.970,34.125,27.437,22.750
-0.230,-1.310,1.890,34.125,27.437,22.750
-0.490,-0.650,1.410,54.563,39.438,35.563
-0.490,-0.650,1.410,56.938,42.750,42.750
-0.390,1.690,0.870,56.938,42.750,42.750
-0.310,2.180,1.340,35.000,39.750,38.625
-0.190,2.250,1.190,0.687,33.063,27.812
-0.190,2.250,1.190,0.687,33.063,27.812
-0.220,1.680,1.400,-17.125,30.750,18.875
-0.220,1.680,1.400,-18.500,26.187,16.062
0.220,0.170,2.670,-18.500,26.187,16.062
0.270,-0.190,3.260,-10.188,22.125,18.937
0.160,-0.330,3.810,-6.562,15.125,22.250
0.160,-0.330,3.810,-6.562,15.125,22.250
-0.090,0.300,2.260,-11.063,4.000,23.375
-0.430,1.240,1.370,-16.937,-17.250,23.875
-0.430,1.240,1.370,-16.937,-17.250,23.875
-0.700,2.010,0.450,-26.312,-43.063,21.937
-0.500,2.750,-1.190,-23.062,-63.688,20.562
-0.500,2.750,-1.190,-23.062,-63.688,20.562
-0.100,3.190,-0.970,-13.250,-72.500,24.062
-0.120,2.590,0.260,1.062,-62.813,29.375
-0.120,2.590,0.260,1.062,-62.813,29.375
-0.160,1.320,2.220,6.187,-34.500,35.250
-0.350,-0.190,3.190,9.125,3.938,38.938
-0.350,-0.190,3.190,9.125,3.938,38.938
-0.480,-1.180,3.300,8.188,27.000,36.563
-0.610,-0.930,3.430,-8.625,25.062,24.750
-0.680,-0.350,3.460,-35.563,16.750,6.000
-0.680,-0.350,3.460,-35.563,16.750,6.000
-0.510,0.350,3.280,-58.500,17.625,-10.313
0.080,0.830,2.940,-73.000,25.500,-23.250
0.080,0.830,2.940,-73.000,25.500,-23.250
0.460,-0.070,2.230,-63.938,39.375,-32.250
0.710,-0.450,1.460,-44.000,52.750,-31.812
0.710,-0.450,1.460,-44.000,52.750,-31.812
0.810,-0.610,1.220,-26.812,62.250,-22.000
0.400,-0.940,0.590,-11.063,64.875,-9.938
0.400,-0.940,0.590,-11.063,64.875,-9.938
0.200,-0.500,0.170,-2.750,54.438,-1.562
0.200,-0.500,0.170,-6.062,33.063,4.750
-0.020,-0.580,0.440,-6.062,33.063,4.750
0.310,-1.660,0.210,-12.000,7.312,13.313
-0.150,-0.610,1.630,-14.813,-16.312,20.500
-0.150,-0.610,1.630,-10.625,-19.500,17.625
-0.550,0.290,2.670,-10.625,-19.500,17.625
-0.560,1.080,2.630,-16.687,-5.687,6.125
-0.560,1.080,2.630,-16.687,-5.687,6.125
-0.780,1.680,1.910,-27.625,14.500,-8.938
-0.440,1.570,1.870,-35.500,32.375,-15.313
-0.090,0.920,1.660,-36.438,41.438,-16.562
-0.090,0.920,1.660,-36.438,41.438,-16.562
0.130,0.090,1.350,-31.875,37.313,-18.937
0.130,0.090,1.350,-31.875,37.313,-18.937

-0.300,-0.580,2.660,12.938,-8.000,7.062
-0.300,-0.580,2.660,12.938,-8.000,7.062
-0.410,-0.390,2.970,17.375,-7.562,14.813
-0.410,-0.390,2.970,17.375,-7.562,14.813
-0.390,-0.280,3.090,18.750,-7.375,24.437
-0.550,-0.270,3.320,17.875,-9.438,31.687
-0.550,-0.270,3.320,10.813,-15.500,35.625
-0.640,-0.530,4.480,10.813,-15.500,35.625
-0.670,-0.660,5.100,9.313,-19.875,34.250
-0.990,-0.770,5.940,16.187,-22.812,25.750
-0.990,-0.770,5.940,16.187,-22.812,25.750
-1.090,-1.090,6.180,13.438,-31.375,13.500
-1.090,-1.090,6.180,5.562,-45.750,0.750
-0.780,-1.590,6.030,5.562,-45.750,0.750
-0.670,-2.000,5.610,0.250,-59.625,-11.438
0.020,-2.330,4.690,0.750,-62.813,-20.687
0.020,-2.330,4.690,17.562,-52.125,-25.000
0.240,-2.100,4.310,17.562,-52.125,-25.000
0.320,-1.360,2.790,48.813,-39.063,-23.375
0.320,-1.360,2.790,48.813,-39.063,-23.375
0.540,-0.200,2.710,83.125,-27.250,-19.250
0.100,0.300,3.790,110.875,-15.250,-13.063
0.100,0.300,3.790,110.875,-15.250,-13.063
-0.360,0.080,4.450,99.313,-6.812,-13.313
-0.590,-0.190,3.060,41.750,-16.250,-22.625
-0.590,-0.190,3.060,41.750,-16.250,-22.625
-0.730,0.910,0.940,-21.812,-46.438,-36.500
-0.730,0.910,0.940,-77.688,-93.750,-53.625
-0.260,1.900,-0.310,-77.688,-93.750,-53.625
0.580,2.030,-1.260,-90.375,-123.438,-62.813
0.910,2.090,-1.980,-53.313,-123.063,-56.000
0.910,2.090,-1.980,-53.313,-123.063,-56.000
1.360,2.790,-1.820,22.250,-103.875,-35.438
1.020,3.260,0.090,93.000,-93.938,-17.187
1.020,3.260,0.090,93.000,-93.938,-17.187
-0.450,0.370,4.450,136.812,-86.500,-16.750
-0.050,-0.690,3.310,119.813,-74.250,-34.250
0.630,0.100,1.710,40.750,-70.000,-32.688
0.630,0.100,1.710,-20.187,-74.813,-20.437
0.480,1.560,0.280,-20.187,-74.813,-20.437
0.120,2.640,0.090,-51.000,-77.000,-8.063
0.120,2.640,0.090,-51.000,-77.000,-8.063
-0.130,1.710,0.900,-59.813,-58.250,10.188
-0.330,0.960,1.170,-51.813,-7.875,36.000
-0.170,0.700,0.210,-34.313,47.688,55.250
-0.170,0.700,0.210,-34.313,47.688,55.250
0.260,0.010,1.090,-7.437,64.875,55.313
0.260,0.010,1.090,20.625,56.250,37.625
-0.460,-0.910,2.100,20.625,56.250,37.625
-0.360,-2.300,2.100,19.187,45.313,23.062
0.380,-2.950,0.930,-11.375,41.125,25.687
0.020,-0.490,-1.690,-44.875,31.437,40.500
0.020,-0.490,-1.690,-44.875,31.437,40.500
-1.030,0.430,-2.620,-72.125,20.375,54.563
-1.860,1.370,-3.840,-82.500,17.312,57.938
-1.860,1.370,-3.840,-82.500,17.312,57.938
-1.000,1.400,-4.230,-67.000,24.000,42.750
0.150,0.360,-3.010,-46.500,28.500,18.312
0.000,-0.690,-1.830,-24.937,30.562,-2.063
0.000,-0.690,-1.830,-24.937,30.562,-2.063
-0.480,-2.840,-1.930,9.875,27.125,-26.750
-0.480,-2.840,-1.930,18.062,22.312,-45.500
-0.040,-4.780,-3.780,18.062,22.312,-45.500
0.350,-3.750,-4.840,6.375,11.875,-43.313
0.130,-1.800,-5.260,-1.125,-10.500,-39.563
0.130,-1.800,-5.260,-9.500,-31.875,-41.875
0.080,0.000,-5.290,-9.500,-31.875,-41.875
-0.190,0.960,-5.350,-12.375,-34.875,-43.500
-0.190,0.960,-5.350,-4.187,-11.438,-45.938
-0.500,0.110,-5.600,-4.187,-11.438,-45.938
0.170,-0.450,-6.620,13.563,30.187,-41.063
0.050,-1.120,-6.590,35.250,67.938,-16.125
0.190,-0.200,-5.520,48.250,92.438,20.062
0.190,-0.200,-5.520,48.250,92.438,20.062
-0.190,0.350,-3.900,57.813,97.313,43.000
-0.190,0.350,-3.900,57.813,97.313,43.000
-0.550,1.340,-3.180,46.000,89.375,45.688
-1.270,2.540,-3.300,28.937,75.563,31.250
-0.140,1.870,-3.370,15.375,61.875,17.937
0.780,0.930,-3.830,11.875,50.125,-5.000
0.780,0.930,-3.830,11.875,50.125,-5.000
1.590,-0.010,-4.410,23.312,35.125,-21.937
1.590,-0.010,-4.410,23.312,35.125,-21.937
2.280,-0.560,-4.710,38.438,15.563,-24.000
2.430,-0.440,-4.400,50.563,-8.188,-17.437
1.900,0.660,-3.900,56.500,-38.500,-7.625
1.410,1.860,-3.700,56.750,-67.813,-2.875
1.410,1.860,-3.700,56.750,-67.813,-2.875
0.730,1.940,-2.650,53.063,-93.250,1.687
0.730,1.940,-2.650,50.438,-108.750,3.563
-0.030,1.410,-2.230,50.438,-108.750,3.563
-0.480,0.920,-2.150,48.000,-105.813,4.312
-0.250,0.410,-2.010,43.313,-97.063,9.375
-0.250,0.410,-2.010,38.750,-88.500,11.875
-0.490,-0.170,-1.390,38.750,-88.500,11.875
-0.820,0.380,-1.680,33.813,-77.625,7.125
-0.820,0.380,-1.680,33.813,-77.625,7.125
-1.140,1.060,-1.690,25.937,-66.375,-1.500
-1.140,1.060,-1.690,12.250,-56.688,-10.375
-1.140,1.210,-1.580,12.250,-56.688,-10.375
-1.040,-0.060,-1.450,-0.812,-44.750,-16.312
-1.010,-0.940,-1.640,-10.438,-33.875,-18.125
-1.010,-0.940,-1.640,-13.500,-26.062,-18.125
-0.730,-1.460,-1.630,-13.500,-26.062,-18.125
-0.770,-1.680,-1.360,-11.375,-17.937,-12.875
-0.770,-1.680,-1.360,-11.375,-17.937,-12.875
-0.370,-1.280,-0.900,-10.063,-7.375,-5.000
-0.220,-1.250,-0.900,-10.313,3.000,1.187
-0.170,-1.140,-0.830,-7.625,13.188,5.125
-0.170,-1.140,-0.830,-7.625,13.188,5.125
-0.200,-1.190,-0.770,-4.687,19.062,3.813
-0.200,-1.190,-0.770,-1.625,17.062,-3.000
-0.010,-0.810,-1.290,-1.625,17.062,-3.000
-0.050,-0.510,-1.080,-4.062,4.937,-11.688
-0.110,-0.100,-1.130,-9.563,-4.875,-18.750
-0.210,0.140,-0.960,-11.188,-10.063,-25.312
-0.210,0.140,-0.960,-11.188,-10.063,-25.312
-0.090,0.210,-1.060,-9.500,-10.875,-29.500
-0.090,0.210,-1.060,-3.438,-8.688,-29.625
-0.140,0.280,-1.430,-3.438,-8.688,-29.625
-0.250,0.330,-1.680,2.375,-6.375,-25.312
-0.660,0.910,-2.370,7.937,-1.875,-17.500
-0.660,0.910,-2.370,9.750,3.938,-7.562
-0.580,1.270,-2.590,9.750,3.938,-7.562
-0.550,1.180,-2.400,3.125,9.375,2.750
-0.550,1.180,-2.400,3.125,9.375,2.750
-0.660,0.930,-2.500,-2.313,17.000,7.937
-0.460,0.330,-2.650,-8.875,22.187,6.375
-0.460,-0.590,-2.480,-12.438,23.812,0.125
-0.460,-0.590,-2.480,-11.438,24.437,-9.688
-0.260,-1.170,-1.870,-11.438,24.437,-9.688
-0.040,-1.470,-1.900,-6.812,29.687,-15.063
-0.040,-1.470,-1.900,-6.812,29.687,-15.063
-0.160,-0.830,-3.000,-1.000,39.188,-12.375
-0.550,-0.170,-3.360,6.562,47.063,-8.438
-0.550,-0.170,-3.360,8.313,51.875,-6.187
-0.790,0.290,-3.570,8.313,51.875,-6.187
-0.920,0.430,-3.720,7.125,58.813,-0.937
-0.400,0.250,-4.310,9.125,66.938,10.563
-0.400,0.250,-4.310,9.125,66.938,10.563
-0.500,-0.050,-3.890,3.125,66.500,19.875
-0.500,-0.050,-3.890,-6.500,64.625,20.000
0.060,-0.460,-3.720,-6.500,64.625,20.000
0.470,-1.070,-3.390,-12.188,66.063,19.250
-0.190,-0.710,-3.080,-14.313,73.563,21.500
-0.190,-0.710,-3.080,-11.188,90.250,25.437
-0.040,-0.390,-3.230,-11.188,90.250,25.437
-0.040,-0.390,-3.230,-3.875,112.125,26.437
0.160,-0.020,-3.570,-3.875,112.125,26.437
0.180,2.140,-5.890,12.625,122.875,24.437
-0.180,2.950,-6.020,30.625,100.688,23.875
-0.540,2.360,-5.710,19.875,43.563,16.625
-0.540,2.360,-5.710,19.875,43.563,16.625
-0.610,0.920,-4.510,-0.687,-23.562,8.688
-0.610,0.920,-4.510,-2.250,-70.875,6.875
-0.780,-1.710,-2.590,-2.250,-70.875,6.875
-0.670,-2.560,-1.290,0.312,-88.000,17.187
-0.300,-3.210,-0.160,4.812,-74.938,33.813
-0.300,-3.210,-0.160,9.375,-45.875,47.938
-0.400,-3.110,0.040,9.375,-45.875,47.938
-0.400,-3.110,0.040,13.813,-16.625,54.563
-1.190,-2.070,-0.560,13.813,-16.625,54.563
-1.080,-1.310,-0.590,-1.312,-1.937,54.063
-1.080,-1.310,-0.590,-27.125,2.500,50.438
-1.170,-0.490,-1.290,-27.125,2.500,50.438
-1.350,0.740,-1.530,-44.500,0.625,39.813
0.370,1.310,-3.650,-56.313,-9.875,24.187
0.370,1.310,-3.650,-56.313,-9.875,24.187
1.450,2.000,-3.980,-41.063,-21.625,14.313
1.360,1.940,-2.020,-9.625,-35.500,16.062
1.360,1.940,-2.020,-9.625,-35.500,16.062
0.860,0.750,0.020,-5.000,-40.125,21.062
0.550,-0.640,1.740,-1.937,-28.500,21.250
0.310,-0.400,2.250,2.438,-17.375,14.188
0.310,-0.400,2.250,2.438,-17.375,14.188
-0.210,-0.240,1.750,-7.812,-5.250,1.437
-0.210,-0.240,1.750,-33.000,13.250,-7.937
-0.580,0.100,1.590,-33.000,13.250,-7.937
-0.570,1.440,1.020,-54.500,34.375,-13.000
-0.350,1.310,-0.020,-65.250,56.438,-13.313
0.370,0.970,-1.580,-60.375,70.250,-8.938
0.370,0.970,-1.580,-60.375,70.250,-8.938
0.860,-0.380,-1.470,-36.000,63.813,-3.875
0.860,-0.380,-1.470,-4.062,42.438,-5.187
0.680,-0.870,0.200,-4.062,42.438,-5.187
0.340,-1.160,2.180,10.500,17.750,-11.188
