aX,aY,aZ,gX,gY,gZ
0.200,3.040,3.920,45.250,-95.000,11.813
0.200,3.040,3.920,45.250,-95.000,11.813
0.300,3.420,4.000,45.250,-95.000,11.813
0.300,3.420,4.000,45.250,-95.000,11.813
0.070,3.150,3.890,30.750,-74.125,6.875
0.080,2.590,3.580,5.187,-57.063,-2.688
0.080,2.590,3.580,-53.500,-36.813,-16.562
-0.070,2.320,3.320,-53.500,-36.813,-16.562
0.310,2.000,2.350,-76.313,-35.125,-21.750
0.310,2.000,2.350,-76.313,-35.125,-21.750
0.750,1.950,1.500,-76.500,-37.750,-27.500
0.750,1.950,1.500,-44.938,-37.313,-29.187
0.800,2.260,0.610,-44.938,-37.313,-29.187
0.410,3.050,-0.090,-13.063,-22.250,-25.625
0.040,3.780,-0.610,-4.000,14.063,-15.688
0.040,3.780,-0.610,-4.000,14.063,-15.688
-0.100,3.630,-1.080,-17.250,71.688,3.250
-0.100,3.630,-1.080,-48.063,125.188,25.187
0.000,3.370,-1.230,-48.063,125.188,25.187
0.490,0.970,-0.080,-66.313,134.250,30.437
0.850,-0.500,-0.040,-76.750,96.313,12.938
0.800,-1.820,-0.260,-78.688,41.000,-17.562
0.800,-1.820,-0.260,-78.688,41.000,-17.562
0.530,-2.550,-0.890,-64.688,-3.125,-39.688
0.540,-1.450,-2.500,-27.625,-12.438,-35.688
0.540,-1.450,-2.500,-27.625,-12.438,-35.688
-0.130,0.140,-3.450,4.375,11.000,-10.313
-0.750,1.510,-3.820,17.562,46.750,15.688
-0.750,1.510,-3.820,-0.625,77.625,33.813
-1.070,2.010,-3.780,-0.625,77.625,33.813
0.040,1.580,-4.530,-30.687,90.125,40.063
0.040,1.580,-4.530,-30.687,90.125,40.063
0.420,0.460,-4.410,-51.750,63.313,30.500
0.420,0.460,-4.410,-50.188,4.750,-2.000
1.140,-0.750,-3.700,-50.188,4.750,-2.000
1.280,-1.480,-3.220,-21.500,-56.125,-42.313
0.780,-1.870,-2.430,1.937,-92.563,-63.438
0.780,-1.870,-2.430,1.937,-92.563,-63.438
0.570,-1.650,-2.760,23.125,-85.500,-63.313
0.570,-1.650,-2.760,41.188,-51.563,-49.188
0.000,-1.000,-3.430,41.188,-51.563,-49.188
-0.570,-0.080,-4.270,59.250,-10.063,-25.375
0.320,1.500,-5.250,56.250,9.688,-7.125
-0.100,0.780,-4.900,37.500,4.625,-0.750
-0.100,0.780,-4.900,37.500,4.625,-0.750
0.000,-0.120,-3.630,10.688,-5.750,-4.750
0.000,-0.120,-3.630,10.688,-5.750,-4.750
0.680,-1.330,-3.550,-5.062,-12.938,-14.000
1.340,-1.110,-4.030,3.000,-25.687,-16.500
1.150,-0.810,-3.600,28.812,-41.063,-7.500
0.360,-0.490,-2.940,47.875,-47.375,3.000
0.360,-0.490,-2.940,47.875,-47.375,3.000
-0.710,0.510,-2.140,53.000,-41.625,10.875
-0.710,0.510,-2.140,42.250,-27.000,9.750
-0.890,0.830,-1.920,42.250,-27.000,9.750
-0.720,1.040,-1.590,25.312,-7.062,2.875
-0.740,0.660,-1.390,5.937,12.875,-8.688
-0.740,0.660,-1.390,5.937,12.875,-8.688
0.020,-1.080,-2.280,-8.813,23.812,-17.000
0.020,-1.080,-2.280,-2.000,23.500,-19.687
1.380,-0.980,-2.740,-2.000,23.500,-19.687
1.180,-0.730,-2.580,20.500,15.625,-16.625
1.180,-0.730,-2.580,20.500,15.625,-16.625
0.800,-0.720,-2.280,40.250,9.313,-10.188
0.390,-0.110,-1.920,49.438,3.125,-5.000
0.030,0.440,-2.170,54.875,-3.563,-6.062
0.030,0.440,-2.170,54.875,-3.563,-6.062
-0.480,0.780,-2.110,44.875,-10.563,-14.438
-0.480,0.780,-2.110,44.875,-10.563,-14.438
-0.270,1.080,-2.500,30.312,-15.750,-21.687
-0.060,0.800,-2.340,17.125,-20.000,-26.125
0.320,0.690,-2.660,6.687,-20.625,-26.187
0.320,0.690,-2.660,6.687,-20.625,-26.187
0.880,1.050,-2.500,11.063,-20.312,-21.125
0.880,1.050,-2.500,22.562,-14.625,-13.375
0.580,1.250,-1.790,22.562,-14.625,-13.375
0.620,2.070,-2.250,27.062,-3.063,-2.813
0.620,2.070,-2.250,27.062,-3.063,-2.813
0.520,2.410,-2.350,27.875,3.750,7.312
0.320,2.390,-2.110,30.250,2.000,7.625
0.320,2.390,-2.110,27.875,-5.375,3.438
0.160,1.850,-1.960,27.875,-5.375,3.438
0.070,1.390,-1.570,22.937,-11.563,-6.187
0.070,1.390,-1.570,22.937,-11.563,-6.187
0.080,0.880,-1.670,17.062,-14.250,-15.250
0.080,0.880,-1.670,8.250,-13.625,-20.437
-0.260,0.950,-1.590,8.250,-13.625,-20.437
0.060,1.460,-2.190,7.062,-11.750,-20.125
-0.040,1.520,-2.300,11.375,-11.688,-15.188
-0.040,1.520,-2.300,11.375,-11.688,-15.188
0.450,1.630,-2.680,14.375,-9.000,-3.625
0.450,1.630,-2.680,14.375,-9.000,-3.625
0.510,1.820,-2.840,23.250,-8.688,11.000
0.510,1.820,-2.840,27.125,-12.750,20.375
0.130,2.220,-2.630,27.125,-12.750,20.375
-0.160,1.920,-2.490,21.375,-22.500,23.000
-0.160,1.920,-2.490,10.063,-29.375,20.312
-0.380,1.240,-2.100,10.063,-29.375,20.312
-0.590,0.490,-1.410,-0.687,-28.937,13.188
-0.590,0.490,-1.410,-3.938,-21.437,9.750
-0.370,-0.300,-1.180,-3.938,-21.437,9.750
-0.400,-0.410,-1.210,-3.500,-10.500,11.500
-0.500,-0.410,-1.230,-3.125,2.188,14.125
-0.470,-0.130,-1.540,-3.188,14.813,16.500
-0.470,-0.130,-1.540,-3.188,14.813,16.500
-0.320,1.210,-2.220,-4.375,26.875,21.062
-0.320,1.210,-2.220,-8.375,36.938,24.687
-0.150,1.830,-2.550,-8.375,36.938,24.687
0.000,2.080,-2.650,-12.500,40.375,24.562
0.000,1.750,-2.180,-18.062,38.375,22.250
0.000,1.750,-2.180,-22.937,35.500,20.187
0.210,1.090,-2.020,-22.937,35.500,20.187
0.210,0.620,-2.000,-24.687,33.125,18.187
0.210,0.620,-2.000,-24.687,33.125,18.187
0.460,0.340,-2.140,-21.625,29.812,14.375
0.460,0.340,-2.140,-15.313,26.000,11.438
0.080,0.350,-2.960,-15.313,26.000,11.438
-0.050,0.540,-3.750,-11.125,25.812,11.250
0.050,0.880,-4.730,-6.750,23.562,16.250
0.050,0.880,-4.730,-10.250,9.500,19.875
0.030,1.170,-4.580,-10.250,9.500,19.875
-0.250,0.440,-3.430,-21.000,-8.438,17.250
-0.250,0.440,-3.430,-21.000,-8.438,17.250
-0.310,-0.320,-2.670,-33.063,-24.062,9.938
-0.310,-1.180,-1.920,-39.250,-29.812,3.375
0.000,-1.480,-1.480,-38.750,-19.375,2.125
0.000,-1.480,-1.480,-38.750,-19.375,2.125
0.040,-1.060,-1.660,-27.687,3.188,5.062
0.040,-1.060,-1.660,-27.687,3.188,5.062
0.150,-0.660,-2.550,-10.063,31.875,13.250
-0.270,-0.060,-3.350,4.687,52.250,22.937
-0.530,0.740,-4.030,11.000,58.500,29.625
-0.530,0.740,-4.030,3.188,44.188,27.687
-0.660,2.610,-5.090,3.188,44.188,27.687
-0.630,2.650,-3.620,-21.750,18.250,17.312
-0.630,2.650,-3.620,-21.750,18.250,17.312
-0.460,1.480,-2.740,-41.063,9.125,4.125
0.320,0.430,-1.900,-42.688,23.937,-1.875
1.500,-0.220,-0.920,-42.813,48.750,5.375
1.500,-0.220,-0.920,-42.813,48.750,5.375
1.480,-0.470,-1.060,-34.125,75.313,19.812
1.550,-0.130,-1.620,-18.875,89.250,25.187
1.550,-0.130,-1.620,-18.875,89.250,25.187
0.860,0.930,-1.750,0.750,80.750,17.437
0.860,0.930,-1.750,5.062,49.625,6.187
0.510,1.360,-1.730,5.062,49.625,6.187
0.400,1.170,-1.790,-3.125,12.813,-3.438
0.160,0.780,-1.870,-18.750,-19.312,-9.563
0.160,0.780,-1.870,-18.750,-19.312,-9.563
0.120,0.200,-1.300,-28.937,-43.625,-8.500
0.120,0.200,-1.300,-28.937,-43.625,-8.500
0.090,-0.110,-0.900,-21.812,-58.188,-4.625
0.290,-0.480,-0.250,-5.875,-63.250,-5.937
0.460,-0.600,0.340,1.812,-56.750,-9.250
0.460,-0.600,0.340,4.187,-38.875,-11.938
-0.070,-0.600,0.300,4.187,-38.875,-11.938
0.000,-0.160,-0.050,6.500,-16.625,-11.875
0.000,-0.160,-0.050,6.500,-16.625,-11.875
-0.040,0.530,-0.820,7.875,2.313,-8.188
-0.040,0.530,-0.820,10.188,10.250,-1.500
-0.100,1.270,-1.010,10.188,10.250,-1.500
-0.570,1.670,-0.420,8.188,-3.813,1.312
-0.460,1.340,0.210,4.750,-26.312,-7.750
-0.460,1.340,0.210,-4.500,-40.688,-19.312
-0.690,0.580,0.100,-4.500,-40.688,-19.312
-0.370,-0.020,0.270,-20.812,-45.938,-25.625
-0.370,-0.020,0.270,-25.750,-34.875,-29.187
0.740,-0.860,0.580,-25.750,-34.875,-29.187
0.780,-0.830,0.490,-22.937,-13.313,-27.250
0.580,-0.170,-0.120,-26.000,11.375,-22.250
0.580,-0.170,-0.120,-29.812,30.562,-16.687
0.010,2.330,-0.170,-29.812,30.562,-16.687
-0.390,2.760,-0.220,-32.188,48.813,-9.750
-0.390,2.760,-0.220,-32.188,48.813,-9.750
-0.630,2.870,-0.570,-27.187,67.375,-4.312
-0.650,2.350,-0.900,-19.187,65.000,-5.437
-0.250,0.240,0.560,-20.687,42.938,-9.250
-0.250,0.240,0.560,-20.687,42.938,-9.250
0.000,-0.640,0.360,-26.000,26.625,-12.688
0.230,-0.850,0.070,-27.000,32.375,-12.125
0.230,-0.850,0.070,-27.000,32.375,-12.125
0.080,-0.830,-0.200,-26.187,51.938,-6.875
0.220,0.040,0.000,-15.438,74.500,3.063
-0.240,0.290,0.210,-3.500,81.625,13.438
-0.240,0.290,0.210,-3.500,81.625,13.438
-0.560,0.830,0.490,-0.187,74.375,20.625
-0.560,0.830,0.490,2.063,59.813,19.625
-0.840,1.250,0.740,2.063,59.813,19.625
-0.840,1.200,1.520,2.875,42.750,14.750
-0.690,0.530,1.910,2.875,24.562,7.187
-0.690,0.530,1.910,5.500,14.875,0.187
-0.400,-0.060,2.130,5.500,14.875,0.187
-0.410,-0.470,2.550,8.688,11.813,-0.187
-0.410,-0.470,2.550,8.688,11.813,-0.187
0.000,-1.240,2.410,17.875,14.563,4.812
0.000,-1.240,2.410,25.062,22.562,11.813
-0.030,-1.170,1.960,25.062,22.562,11.813
-0.070,-1.070,1.730,32.063,36.313,21.437
-0.030,-0.540,0.990,34.625,41.875,26.687
-0.030,-0.540,0.990,34.625,41.875,26.687
-0.130,0.720,0.470,39.125,37.875,26.812
-0.130,0.720,0.470,33.875,22.562,22.312
-0.340,1.840,0.870,33.875,22.562,22.312
-0.480,2.270,1.630,20.312,7.625,11.250
-0.190,1.840,2.860,2.625,5.937,0.312
-0.190,1.840,2.860,2.625,5.937,0.312
0.040,1.120,2.830,-8.250,15.563,-5.375
0.040,1.120,2.830,-7.875,26.437,-9.125
0.060,0.380,2.650,-7.875,26.437,-9.125
0.070,0.250,2.480,-1.687,32.563,-12.125
0.070,0.250,2.480,-1.687,32.563,-12.125
0.200,0.220,2.040,9.000,27.687,-15.375
0.210,0.380,1.610,18.500,18.187,-20.437
0.210,0.380,1.610,26.187,9.750,-23.625
0.450,0.930,0.830,26.187,9.750,-23.625
0.450,0.930,0.830,34.250,-2.938,-23.375
0.400,1.840,0.170,34.250,-2.938,-23.375
0.280,2.150,0.440,32.813,-20.875,-22.750
0.280,2.150,0.440,28.687,-36.875,-21.937
0.220,1.950,1.020,28.687,-36.875,-21.937
0.320,1.510,1.650,23.562,-45.188,-20.312
0.320,1.510,1.650,18.937,-44.250,-18.375
0.210,1.030,2.040,18.937,-44.250,-18.375

-0.320,1.200,2.860,-4.750,-11.938,-1.187
-0.320,1.200,2.860,-4.750,-11.938,-1.187
-0.470,0.920,2.940,-10.188,-4.500,0.062
-0.520,0.890,3.200,-13.688,2.500,3.063
-0.520,0.890,3.200,-13.688,2.500,3.063
-0.740,0.740,3.810,-17.437,6.375,6.375
-0.850,0.880,4.460,-21.500,6.000,7.812
-0.850,0.880,4.460,-27.125,-0.312,5.875
-0.580,0.920,4.940,-27.125,-0.312,5.875
-0.340,0.990,5.210,-30.687,-12.250,3.750
-0.340,0.990,5.210,-30.687,-12.250,3.750
-0.170,0.830,5.410,-21.625,-27.000,2.750
-0.150,0.500,5.120,-7.500,-42.875,3.750
-0.100,0.350,5.170,5.312,-56.500,5.375
-0.100,0.350,5.170,11.500,-62.125,7.687
-0.230,0.260,5.190,11.500,-62.125,7.687
-0.230,0.260,5.190,11.688,-59.188,11.750
-0.070,0.260,4.880,11.688,-59.188,11.750
-0.110,1.010,4.010,12.500,-52.188,17.375
-0.110,1.010,4.010,12.500,-52.188,17.375
-0.140,1.370,3.910,14.188,-52.438,21.500
-0.110,1.410,3.700,16.062,-60.000,18.750
-0.110,1.410,3.700,21.000,-71.688,8.125
-0.260,1.070,3.200,21.000,-71.688,8.125
0.040,0.990,3.360,24.625,-92.813,-5.625
0.040,0.990,3.360,24.625,-92.813,-5.625
0.260,0.870,3.250,22.875,-110.563,-18.000
0.280,0.860,3.350,24.250,-114.813,-23.500
0.030,0.750,2.410,20.312,-101.563,-22.062
0.030,0.750,2.410,20.312,-101.563,-22.062
-0.010,1.010,1.390,9.000,-69.500,-15.875
-0.320,1.450,0.930,0.500,-35.500,-7.375
-0.320,1.450,0.930,0.500,-35.500,-7.375
-0.310,1.890,0.250,-3.313,-5.062,-1.500
0.030,2.560,0.380,-3.375,19.937,-1.312
0.030,2.560,0.380,-3.375,19.937,-1.312
0.340,2.310,0.930,-5.687,32.563,-5.687
0.440,1.660,1.190,-10.063,37.125,-12.750
0.440,1.660,1.190,-10.063,37.125,-12.750
0.370,0.520,0.870,-23.187,35.500,-17.062
1.040,-0.340,-0.900,-33.125,32.438,-17.625
1.040,-0.340,-0.900,-33.125,32.438,-17.625
1.240,-0.240,-1.920,-33.063,27.687,-17.312
0.680,0.480,-2.980,-11.813,25.812,-11.563
0.040,0.760,-3.360,6.062,13.875,-2.375
0.040,0.760,-3.360,6.062,13.875,-2.375
-0.190,0.890,-2.860,10.813,-0.687,2.938
-0.190,0.890,-2.860,10.813,-0.687,2.938
-0.500,1.140,-2.200,-0.875,-2.313,5.812
-0.500,1.140,-2.200,-24.812,6.500,3.938
-0.560,0.970,-1.910,-24.812,6.500,3.938
-0.370,0.340,-1.940,-50.563,19.437,-2.875
0.750,0.260,-3.180,-69.438,31.250,-5.937
0.750,0.260,-3.180,-69.438,31.250,-5.937
1.020,0.560,-3.820,-65.813,41.688,-1.875
1.020,0.560,-3.820,-65.813,41.688,-1.875
1.320,0.620,-3.400,-39.500,45.188,7.187
-0.130,-0.490,-3.310,1.500,41.563,10.625
-0.360,-1.190,-3.120,43.063,35.938,7.187
-0.360,-1.190,-3.120,63.875,33.500,5.000
-0.240,-1.590,-3.130,63.875,33.500,5.000
-0.320,-1.170,-3.770,67.813,37.625,7.750
-0.320,-1.170,-3.770,67.813,37.625,7.750
0.260,0.030,-4.230,53.313,39.500,13.750
-0.100,0.710,-4.890,26.062,27.750,9.938
-0.100,0.710,-4.890,26.937,32.313,17.187
0.580,0.780,-4.780,26.937,32.313,17.187
0.530,0.750,-4.550,15.500,30.437,21.125
1.060,1.220,-4.270,11.938,16.062,10.938
1.060,1.220,-4.270,11.938,16.062,10.938
0.930,1.230,-4.120,33.250,4.125,-3.375
0.930,1.230,-4.120,56.250,-12.000,-14.750
0.780,0.480,-3.680,56.250,-12.000,-14.750
0.820,-0.510,-3.260,68.563,-32.563,-24.000
0.350,-1.310,-2.120,73.125,-48.688,-37.500
0.350,-1.310,-2.120,67.188,-52.875,-53.750
0.350,-0.940,-2.100,67.188,-52.875,-53.750
0.790,-0.310,-2.940,56.063,-40.688,-56.625
0.790,-0.310,-2.940,45.938,-21.437,-48.188
0.670,0.410,-3.640,45.938,-21.437,-48.188
0.590,1.030,-3.490,25.937,-6.125,-33.438
0.840,1.230,-3.210,16.062,8.563,-16.812
0.840,1.230,-3.210,16.062,8.563,-16.812
0.890,1.390,-2.950,17.937,14.563,-2.438
0.890,1.390,-2.950,17.937,14.563,-2.438
0.420,1.350,-2.490,25.687,10.563,9.938
-0.060,1.040,-2.270,28.812,-0.937,15.125
-0.070,1.310,-2.150,29.375,-13.188,10.938
-0.070,1.310,-2.150,29.000,-25.687,4.437
-0.290,1.590,-1.590,29.000,-25.687,4.437
-0.290,2.000,-1.230,23.437,-30.187,-0.750
-0.290,2.000,-1.230,23.437,-30.187,-0.750
-0.300,1.910,-0.960,13.375,-29.750,-4.562
-0.240,1.380,-0.760,-2.250,-29.312,-7.125
-0.100,0.630,-0.680,-15.438,-24.375,-11.063
0.070,-0.820,-1.050,-20.062,-16.187,-14.250
0.070,-0.820,-1.050,-20.062,-16.187,-14.250
0.140,-1.200,-1.200,-15.250,-6.500,-15.688
0.140,-1.200,-1.200,-3.000,-2.000,-14.688
0.050,-1.290,-1.000,-3.000,-2.000,-14.688
-0.220,-1.210,-0.790,6.750,-0.250,-11.063
-0.280,-1.080,-0.350,12.313,7.125,-10.313
-0.280,-1.080,-0.350,14.250,15.813,-12.750
-0.170,-0.720,-0.690,14.250,15.813,-12.750
-0.170,0.360,-1.750,18.937,24.187,-14.063
-0.170,0.360,-1.750,18.937,24.187,-14.063
-0.140,1.120,-2.090,18.625,29.312,-10.688
-0.120,2.300,-2.540,10.000,30.687,-6.312
-0.120,2.300,-2.540,10.000,30.687,-6.312
-0.190,2.660,-2.260,9.188,32.188,-3.625
-0.380,2.680,-2.250,-0.312,35.313,-0.375
-0.380,2.680,-2.250,-11.563,44.125,4.812
-0.440,2.740,-2.230,-11.563,44.125,4.812
0.130,2.230,-2.130,-17.437,56.500,13.250
0.130,2.230,-2.130,-17.437,56.500,13.250
0.430,1.650,-2.140,-18.562,62.875,18.000
0.720,1.130,-1.890,-18.812,54.688,17.500
1.120,0.220,-1.520,-15.125,37.313,16.125
1.120,0.220,-1.520,-15.125,37.313,16.125
0.850,-0.200,-0.970,-8.688,16.437,15.375
0.850,-0.200,-0.970,-8.688,16.437,15.375
0.590,-0.590,-0.790,-2.125,-3.375,11.750
0.440,-0.580,-0.750,2.875,-15.813,4.187
0.180,-0.380,-0.920,3.688,-25.812,-3.313
0.180,-0.380,-0.920,4.812,-34.438,-8.000
0.150,0.020,-0.890,4.812,-34.438,-8.000
-0.150,0.420,-0.750,6.375,-42.688,-9.063
-0.150,0.420,-0.750,6.375,-42.688,-9.063
-0.270,0.770,-0.790,7.125,-43.438,-6.750
0.040,1.560,-1.070,5.750,-34.000,-1.625
0.040,1.560,-1.070,5.750,-34.000,-1.625
0.130,1.530,-1.140,3.938,-23.687,2.250
0.260,1.310,-1.250,4.000,-16.875,2.375
0.260,1.310,-1.250,4.500,-14.125,0.750
0.350,1.000,-1.300,4.500,-14.125,0.750
0.460,0.540,-1.350,5.562,-15.625,0.187
0.460,0.540,-1.350,5.562,-15.625,0.187
0.430,0.370,-1.280,7.625,-20.625,0.562
0.310,0.290,-1.120,10.500,-28.437,1.312
0.310,0.290,-1.120,10.500,-28.437,1.312
0.180,0.180,-1.130,13.000,-36.625,0.875
0.180,0.180,-1.130,14.313,-42.313,-0.562
0.200,0.340,-1.920,14.313,-42.313,-0.562
0.010,0.660,-2.140,20.625,-43.063,0.250
0.010,0.660,-2.140,23.562,-42.625,3.313
-0.150,1.040,-2.270,23.562,-42.625,3.313
-0.020,1.250,-2.470,21.500,-37.500,7.750
0.000,1.800,-2.740,18.812,-29.625,14.500
0.000,1.800,-2.740,18.812,-29.625,14.500
-0.190,1.800,-2.510,18.250,-25.000,20.687
-0.190,1.800,-2.510,12.500,-22.937,21.187
-0.150,1.490,-2.340,12.500,-22.937,21.187
0.140,1.080,-2.670,5.500,-20.187,16.812
0.030,1.080,-3.060,2.750,-16.187,11.500
0.030,1.080,-3.060,2.750,-16.187,11.500
-0.050,1.140,-3.440,3.438,-10.813,8.375
-0.090,1.100,-3.680,-2.188,-4.125,5.062
-0.090,1.100,-3.680,-2.188,-4.125,5.062
-0.140,0.500,-3.230,-13.563,3.875,-1.062
-0.140,0.500,-3.230,-29.937,11.625,-11.000
0.130,0.170,-2.850,-29.937,11.625,-11.000
0.490,-0.190,-2.360,-46.313,20.312,-20.437
0.680,-0.450,-2.040,-56.000,34.250,-24.875
0.680,-0.450,-2.040,-55.375,52.500,-20.437
0.530,-0.280,-1.950,-55.375,52.500,-20.437
0.250,-0.110,-2.210,-50.250,70.250,-10.625
0.250,-0.110,-2.210,-50.250,70.250,-10.625
0.290,0.220,-2.700,-45.063,82.750,-0.687
0.310,0.210,-3.550,-41.563,87.250,3.375
0.180,0.420,-4.360,-37.000,84.625,2.750
0.180,0.420,-4.360,-37.000,84.625,2.750
0.440,0.800,-4.650,-34.563,82.438,15.125
0.440,0.800,-4.650,-34.563,82.438,15.125
0.580,1.050,-4.540,-34.563,82.438,15.125
0.590,1.110,-4.110,-34.063,79.250,29.312
0.850,0.330,-2.220,-38.563,62.125,38.313
0.850,0.330,-2.220,-38.563,62.125,38.313
0.620,-0.790,-1.530,-29.312,7.937,23.500
0.370,-1.580,-1.120,-18.875,-20.125,0.437
0.370,-1.580,-1.120,-18.875,-20.125,0.437
-0.370,-2.580,-1.480,-18.875,-20.125,0.437
-0.400,-2.490,-2.140,-9.188,-46.313,-33.250
-0.400,-2.490,-2.140,-9.188,-46.313,-33.250
-0.630,-1.870,-2.770,-22.875,-41.438,-35.625
-0.370,-0.590,-3.600,-25.312,-34.750,-34.625
-0.370,-0.590,-3.600,-18.937,-36.500,-25.937
0.300,2.100,-3.740,-18.937,-36.500,-25.937
0.510,2.750,-2.710,-9.938,-47.250,-7.500
0.510,2.750,-2.710,3.813,-65.375,12.688
0.540,2.720,-1.930,3.813,-65.375,12.688
0.370,2.400,-0.780,17.625,-81.750,21.375
-0.140,0.430,0.780,29.562,-89.313,16.000
-0.140,0.430,0.780,27.125,-82.063,11.375
0.090,-0.300,1.180,27.125,-82.063,11.375
0.130,-0.210,0.700,13.313,-58.125,13.500
0.130,-0.210,0.700,13.313,-58.125,13.500
0.240,-0.110,-0.140,-0.375,-27.000,18.312
-0.050,0.860,-0.800,-10.250,-8.750,20.250
-0.050,0.860,-0.800,-13.313,-6.812,13.000
-0.510,0.800,-1.190,-13.313,-6.812,13.000
-0.360,0.880,-1.640,-10.313,-16.250,7.250
-0.360,0.880,-1.640,-10.313,-16.250,7.250
0.100,1.000,-1.460,-1.812,-22.437,8.688
0.420,0.550,-0.120,2.188,-12.500,11.188
0.500,0.580,0.330,-6.812,15.313,16.750
0.500,0.580,0.330,-23.875,45.875,25.625
0.600,0.870,0.500,-23.875,45.875,25.625
0.330,0.290,1.400,-32.188,70.500,28.625
0.330,0.290,1.400,-32.188,70.500,28.625
0.400,0.200,0.900,-40.750,69.625,25.062
0.400,0.200,0.900,-40.750,69.625,25.062
0.090,-0.030,1.140,-38.375,55.500,12.625
-0.070,0.040,1.260,-36.625,43.500,-0.812
-0.070,0.040,1.260,-30.562,39.938,-10.625
0.080,0.940,0.310,-30.562,39.938,-10.625
0.070,1.140,-0.620,-23.125,41.063,-13.563
0.070,1.140,-0.620,-23.125,41.063,-13.563
0.390,1.480,-1.370,-16.750,44.250,-9.063
0.350,1.670,-0.880,-18.312,45.438,-2.813
0.140,1.030,0.940,-22.687,47.000,0.562
0.140,1.030,0.940,-23.187,48.438,-1.312
-0.160,0.210,1.220,-23.187,48.438,-1.312
-0.460,-0.100,1.440,-19.375,48.063,-2.125
-0.460,-0.100,1.440,-19.375,48.063,-2.125
-0.700,0.000,1.770,-9.375,43.188,-0.437
-1.110,0.240,2.520,0.312,36.000,0.125
-1.110,0.240,2.520,0.312,36.000,0.125
-1.100,0.620,2.390,3.188,35.375,-0.562
-0.840,1.040,2.220,6.062,37.875,-1.875
-0.840,1.040,2.220,6.062,37.875,-1.875
-0.850,1.050,2.210,3.625,43.938,-3.938
-0.850,1.050,2.210,3.625,43.938,-3.938
0.080,1.440,2.230,0.625,44.500,-6.625
-0.020,1.310,2.410,2.250,38.875,-5.437
0.500,1.050,2.540,6.437,33.500,-2.125
0.500,1.050,2.540,6.437,33.500,-2.125
0.000,0.580,3.570,4.875,30.812,1.000
0.000,0.580,3.570,1.750,32.063,2.000
-0.140,0.260,3.420,1.750,32.063,2.000
-0.260,0.420,3.320,-0.062,33.000,0.500
-0.260,0.420,3.320,-0.062,33.000,0.500
-0.290,0.690,2.740,-1.187,35.938,-0.062
-0.200,1.330,2.010,1.500,34.125,-1.687
-0.030,1.230,1.880,1.375,23.312,-4.750
-0.030,1.230,1.880,1.375,23.312,-4.750
-0.040,1.170,1.830,-1.875,10.813,-8.500
0.170,0.860,2.230,-5.562,0.937,-10.688
0.170,0.860,2.230,-5.562,0.937,-10.688
0.180,0.200,2.450,-8.563,-2.688,-9.563
0.460,0.070,1.850,-11.313,1.812,-7.875

-0.870,-0.330,3.820,-3.375,-42.375,3.438
-0.870,-0.330,3.820,-3.375,-42.375,3.438
-0.840,-0.310,4.230,-7.000,-37.125,3.188
-0.830,-0.090,4.470,-9.875,-27.812,2.938
-0.830,-0.090,4.470,-16.375,-22.125,1.875
-0.500,0.590,4.960,-16.375,-22.125,1.875
-0.300,0.720,4.890,-20.562,-21.875,2.688
-0.300,0.720,4.890,-17.750,-25.250,3.313
-0.290,0.790,4.880,-17.750,-25.250,3.313
-0.090,0.930,4.900,-15.063,-32.250,7.312
-0.550,0.470,5.410,-7.750,-41.625,14.063
-0.550,0.470,5.410,-7.750,-41.625,14.063
-0.240,0.430,5.600,4.562,-50.250,19.312
-0.330,0.430,5.920,7.562,-57.313,20.375
-0.330,0.430,5.920,7.562,-57.313,20.375
-0.100,0.360,5.950,7.062,-60.813,20.187
0.160,0.150,5.850,8.188,-65.125,20.250
0.220,0.080,5.920,8.500,-77.563,19.687
0.220,0.080,5.920,8.500,-77.563,19.687
0.000,-0.230,5.840,5.375,-97.688,18.312
0.000,-0.230,5.840,5.375,-97.688,18.312
0.340,-0.320,4.560,8.125,-104.000,16.812
0.030,0.080,3.580,17.500,-86.938,19.375
0.030,0.080,3.580,32.125,-65.438,23.500
-0.220,0.540,2.990,32.125,-65.438,23.500
-0.310,1.310,1.700,40.625,-31.687,28.625
-0.310,1.310,1.700,47.563,-0.687,29.250
-0.170,2.150,0.700,47.563,-0.687,29.250
0.090,3.740,1.290,51.438,21.687,23.875
0.090,3.740,1.290,51.438,21.687,23.875
0.610,3.860,1.960,37.875,42.750,16.875
-0.190,3.090,3.340,3.938,54.500,8.500
-0.190,3.090,3.340,-37.563,50.938,-5.812
0.090,1.770,2.850,-37.563,50.938,-5.812
0.210,1.310,0.590,-69.625,29.937,-20.437
0.210,1.310,0.590,-69.625,29.937,-20.437
0.910,1.910,-0.540,-80.750,14.188,-26.937
1.030,2.110,-1.410,-65.188,15.813,-24.500
1.030,2.110,-1.410,-38.875,24.562,-14.875
1.040,1.780,-1.970,-38.875,24.562,-14.875
1.040,1.040,-1.670,-0.250,36.063,-6.625
1.040,1.040,-1.670,34.438,42.688,0.062
0.770,0.560,-2.100,34.438,42.688,0.062
0.320,0.130,-1.650,39.563,32.125,4.312
0.320,0.130,-1.650,39.563,32.125,4.312
0.550,-0.200,-1.860,15.750,-1.500,-3.188
0.710,-0.080,-1.800,-19.875,-54.313,-21.687
0.710,-0.080,-1.800,-42.688,-100.875,-40.125
0.880,-0.030,-2.080,-42.688,-100.875,-40.125
